longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-117.3729,37.0827,30,4671,1437,2255,1078,39.8463,500000,<1H OCEAN
-115.781,40.4693,5,2262,696,2458,522,115.4931,500000,INLAND
-122.5279,41.4989,17,923,307,2641,923,41.6488,500000,INLAND
-116.1765,40.2994,36,576,360,842,216,14.5925,500000,<1H OCEAN
-116.419,36.3799,18,1807,556,2865,417,59.4759,500000,INLAND
-116.1509,38.3111,46,701,233,2529,701,51.3078,500000,<1H OCEAN
-118.4826,37.5031,17,403,62,1146,93,41.3516,500000,NEAR BAY
-120.7816,35.3814,24,3410,1860,1812,930,34.7036,500000,NEAR OCEAN
-116.5898,36.6355,23,1485,2000,3016,1114,11.4023,316900,INLAND
-119.5005,40.378,1,570,228,668,171,12.6099,476200,NEAR OCEAN
-122.0814,35.3546,42,2776,2000,1129,1190,108.9726,500000,INLAND
-120.2761,40.9508,7,302,302,753,151,28.5393,500000,<1H OCEAN
-119.7228,41.9186,24,588,326,1136,196,72.382,500000,<1H OCEAN
-119.2465,35.4143,47,3395,617,795,926,15.4988,500000,<1H OCEAN
-115.3244,33.666,51,3352,838,2840,838,21.6384,500000,NEAR BAY
-120.1883,41.5932,12,2627,2000,3470,1126,60.9327,500000,<1H OCEAN
-121.4519,34.1251,20,717,538,3395,538,38.1332,500000,<1H OCEAN
-114.6765,39.8289,29,2832,1180,1317,708,55.9907,500000,NEAR BAY
-121.8805,32.8716,36,440,440,3269,220,40.2217,500000,INLAND
-124.1888,34.7379,13,3098,1126,377,845,35.8012,500000,NEAR BAY
-115.8018,34.9715,28,4389,1596,477,1197,26.9655,500000,<1H OCEAN
-114.7555,35.3237,43,736,490,1206,736,19.8099,500000,INLAND
-117.4787,41.2334,39,2620,1497,1080,1123,94.0857,500000,INLAND
-120.2235,34.1654,42,502,167,3219,502,103.8524,500000,NEAR BAY
-118.8625,34.1496,46,3540,393,2683,1180,21.7446,500000,INLAND
-115.98,39.0709,44,2445,889,2661,667,20.9081,500000,INLAND
-115.4466,41.547,27,645,143,2841,215,32.9148,500000,INLAND
-123.2747,36.1982,50,932,466,2565,466,49.7418,500000,<1H OCEAN
-115.62,39.8447,26,2665,615,1814,615,36.3609,500000,NEAR BAY
-118.1265,32.7948,37,127,169,299,127,54.7237,500000,INLAND
-123.9772,40.3286,49,1440,1800,154,1080,39.3712,500000,<1H OCEAN
-123.2151,39.3723,3,758,433,3417,325,37.8566,500000,INLAND
-123.8447,41.0178,48,3579,1652,1806,826,150.0,500000,INLAND
-114.8144,38.5558,42,4428,1476,3340,1107,29.5908,500000,INLAND
-120.0348,41.4427,51,1647,1281,205,549,108.4786,500000,NEAR OCEAN
-117.1438,36.2036,40,3250,1750,2262,750,96.612,500000,INLAND
-124.2828,39.459,8,2576,644,1056,644,54.8741,500000,NEAR OCEAN
-116.3683,39.3929,16,2784,1856,1338,928,12.7675,361500,INLAND
-119.4796,35.0518,1,125,125,2333,94,41.3148,500000,<1H OCEAN
-115.064,41.2455,32,1852,1080,1783,463,29.778,500000,INLAND
-119.091,39.9022,23,2510,1506,557,753,41.0438,500000,INLAND
-116.412,40.7303,25,206,155,3498,155,21.4303,500000,NEAR OCEAN
-118.0053,35.9446,38,4152,1038,2522,1038,63.8374,500000,<1H OCEAN
-119.0946,40.4919,42,1810,1810,1326,776,73.2279,500000,<1H OCEAN
-114.8176,35.4923,4,194,70,2212,53,81.8264,500000,INLAND
-119.344,41.6618,47,105,105,614,63,32.2423,500000,NEAR BAY
-115.3761,32.7275,20,233,388,1560,233,21.4759,500000,INLAND
-123.9392,38.3823,39,1897,542,1544,813,50.0786,500000,<1H OCEAN
-117.7258,33.5663,30,1505,430,1365,645,116.3066,500000,NEAR BAY
-115.1834,39.328,23,2416,1409,1744,604,42.276,500000,NEAR BAY
-115.3072,35.955,11,926,463,3209,695,53.1949,500000,INLAND
-119.4495,40.7711,10,2678,1442,123,618,35.2206,500000,NEAR BAY
-119.579,40.7907,38,592,444,1980,444,29.9792,500000,INLAND
-116.1949,35.9969,17,251,116,3298,58,60.1927,500000,INLAND
-120.9498,40.1948,12,273,136,3122,82,38.0517,500000,INLAND
-114.9284,38.9708,1,1684,280,3151,842,51.6608,500000,<1H OCEAN
-121.7932,36.5524,43,3921,603,1502,905,54.9866,500000,NEAR BAY
-123.556,35.7607,21,650,758,2028,325,49.9536,500000,INLAND
-116.5808,34.4979,18,987,219,2121,329,56.673,500000,NEAR BAY
-120.2528,33.1005,19,519,346,2948,519,24.3074,500000,<1H OCEAN
-120.7422,37.4149,31,1054,527,3345,791,23.4335,500000,NEAR OCEAN
-121.0909,37.6304,25,1464,1220,966,732,39.5281,500000,<1H OCEAN
-114.4956,36.7182,28,1155,1386,521,693,40.1029,500000,<1H OCEAN
-118.5832,41.5307,15,153,214,1000,92,29.642,500000,NEAR OCEAN
-114.3809,32.6301,16,1271,1271,993,545,46.861,500000,NEAR BAY
-120.8642,40.5779,45,2745,2000,1121,915,69.9315,500000,NEAR BAY
-120.1603,40.1078,23,970,1698,3216,728,82.6895,500000,<1H OCEAN
-122.1824,39.7081,50,3582,1302,832,977,94.6269,500000,INLAND
-119.9964,37.4867,44,3396,1698,1534,849,18.4249,500000,NEAR OCEAN
-123.6799,34.3084,37,4336,1806,1316,1084,20.1819,500000,INLAND
-124.2944,40.6974,28,1180,236,1024,708,34.083,500000,NEAR OCEAN
-119.7693,39.5736,43,2816,234,767,704,42.5533,500000,NEAR BAY
-116.8398,40.4118,3,921,230,3490,691,35.1468,500000,INLAND
-119.9293,34.74,26,472,354,2229,354,29.1077,500000,NEAR BAY
-119.1199,37.7666,37,1836,734,447,551,33.7822,500000,NEAR OCEAN
-119.8438,36.4516,6,894,406,2326,244,54.1942,500000,NEAR OCEAN
-119.032,38.5769,10,725,725,2179,544,18.2618,500000,<1H OCEAN
-116.544,39.6498,4,518,222,1321,222,150.0,500000,INLAND
-116.2621,34.1503,25,1432,1228,2779,614,41.066,500000,INLAND
-115.9194,34.1534,28,3823,2000,2828,1147,76.1796,500000,NEAR BAY
-122.1757,32.9143,24,1517,379,2774,569,28.6336,500000,INLAND
-119.7216,33.9933,3,2697,599,2273,899,57.2367,500000,NEAR OCEAN
-115.9899,34.7816,25,554,1292,1602,554,43.0619,500000,<1H OCEAN
-114.8812,33.1889,46,4727,2000,803,1091,67.8073,500000,NEAR BAY
-118.8702,35.8791,2,873,291,249,291,35.9956,500000,NEAR OCEAN
-119.37,38.9141,40,3363,1345,3222,1009,102.8759,500000,<1H OCEAN
-116.6541,40.0342,14,2354,1471,2959,883,16.566,500000,<1H OCEAN
-114.3831,35.7853,4,1786,1786,784,1072,71.6798,500000,INLAND
-120.0407,33.2963,3,673,471,2829,202,43.546,500000,INLAND
-122.649,39.714,1,2158,359,262,1079,22.012,500000,<1H OCEAN
-115.9569,36.2162,22,1825,1460,907,1095,130.8203,500000,NEAR BAY
-117.1957,34.8886,26,1170,260,610,390,122.9532,500000,INLAND
-122.8492,36.9716,32,1536,1536,1257,768,11.6845,380900,<1H OCEAN
-121.0649,41.7137,5,2896,1206,1186,724,45.0898,500000,INLAND
-118.7678,36.0401,34,353,212,1842,106,61.9286,500000,INLAND
-116.9853,41.6148,38,1526,1526,1659,654,52.8579,500000,NEAR BAY
-116.4935,34.9051,4,807,1614,488,807,100.6755,500000,INLAND
-122.7427,33.5027,35,570,570,609,285,88.8691,500000,INLAND
-122.1325,33.9932,7,620,930,2889,465,47.546,500000,NEAR OCEAN
-116.8588,39.8509,23,1205,1205,1963,723,150.0,500000,<1H OCEAN
-123.1389,37.6073,34,2238,1119,3235,1119,71.1431,500000,<1H OCEAN
-119.3184,38.0283,45,396,119,544,119,32.8429,500000,INLAND
-118.8401,41.6932,28,1501,1126,1147,1126,29.1128,500000,NEAR OCEAN
-120.9065,37.296,23,1317,1646,636,988,85.5063,500000,ISLAND
-116.3366,33.6117,43,1022,2000,3241,1022,25.1992,500000,<1H OCEAN
-123.7458,39.3259,12,450,104,640,104,31.7135,500000,<1H OCEAN
-116.5256,34.4746,11,3046,1171,2822,703,35.1225,500000,NEAR BAY
-117.8397,38.0246,24,946,473,754,473,50.1981,500000,INLAND
-119.2278,40.6166,7,2952,1845,2574,1107,36.1078,500000,INLAND
-115.5763,37.0323,2,1804,1804,1647,902,18.401,500000,INLAND
-122.2775,35.4857,19,2125,797,3395,797,81.4373,500000,<1H OCEAN
-116.2923,37.9677,8,243,81,337,81,31.8153,500000,NEAR OCEAN
-122.4223,33.706,33,1760,704,1203,1056,136.2575,500000,NEAR BAY
-114.3955,35.4219,28,2043,817,2558,613,48.6659,500000,<1H OCEAN
-123.9724,37.2894,25,234,312,3213,234,86.7395,500000,INLAND
-118.768,34.9144,26,3516,703,1932,1055,59.2107,500000,<1H OCEAN
-122.6198,32.873,6,3993,2000,434,1089,89.2658,500000,INLAND
-120.2202,38.0588,21,621,1449,2239,621,57.0991,500000,INLAND
-122.8205,36.3118,4,2700,810,1725,810,46.6973,500000,NEAR BAY
-122.3617,36.2108,19,2753,1752,2734,751,78.1418,500000,NEAR BAY
-123.6902,41.9697,35,1724,265,1976,398,150.0,500000,<1H OCEAN
-124.22,33.5619,51,3336,910,3152,910,34.4913,500000,INLAND
-117.1069,33.9647,16,1197,399,517,1197,65.3359,500000,<1H OCEAN
-119.7654,40.8245,14,1124,1873,2221,1124,40.4246,500000,<1H OCEAN
-123.8441,33.7375,35,1118,1118,2607,839,54.9388,500000,NEAR BAY
-114.9103,41.2174,47,1392,309,1480,464,41.5909,500000,INLAND
-117.6439,38.8836,16,3646,1094,1715,1094,11.111,391800,<1H OCEAN
-121.6573,37.5175,43,3720,2000,2464,1116,35.9624,500000,<1H OCEAN
-119.913,35.1448,17,112,93,1648,56,73.8708,500000,<1H OCEAN
-119.4073,35.915,33,731,292,1434,439,25.6223,500000,<1H OCEAN
-118.6007,40.3466,11,685,228,2076,685,70.4676,500000,<1H OCEAN
-115.7255,33.0463,14,1666,238,2832,714,45.2748,500000,NEAR BAY
-118.401,39.8012,51,1738,579,558,869,36.1505,500000,INLAND
-114.5127,40.3643,20,1280,1280,3071,640,69.8307,500000,<1H OCEAN
-117.0319,39.2067,1,65,21,780,65,61.0201,500000,<1H OCEAN
-114.4148,33.0178,40,480,160,432,240,52.1912,500000,ISLAND
-118.7925,39.5552,7,3704,308,714,926,74.5989,500000,<1H OCEAN
-117.5155,39.3701,6,1411,1411,360,847,45.8073,500000,<1H OCEAN
-116.921,32.6244,43,3196,1598,3336,799,15.1165,500000,<1H OCEAN
-116.7525,40.9767,18,557,742,1092,557,32.3209,500000,<1H OCEAN
-124.0557,33.7559,8,1216,851,2728,365,13.7349,500000,NEAR BAY
-123.0253,41.6274,50,538,673,720,404,60.1598,500000,INLAND
-122.0228,33.1723,15,1964,1684,1899,842,69.429,500000,<1H OCEAN
-121.5851,34.7615,33,2725,629,1548,629,71.3506,500000,INLAND
-115.2463,39.0573,14,733,466,2342,200,54.3825,500000,NEAR OCEAN
-117.074,33.8038,30,1357,848,3460,509,72.4821,500000,NEAR BAY
-122.8672,34.2572,36,2991,332,2309,997,15.7466,458100,INLAND
-120.0364,32.6061,39,2460,246,2486,738,38.0174,500000,NEAR BAY
-121.8688,40.3516,21,3835,2000,991,1046,17.3507,500000,<1H OCEAN
-116.0014,32.8574,32,1902,422,514,634,32.7069,500000,INLAND
-115.122,38.5094,43,1621,810,394,608,106.9473,500000,NEAR BAY
-122.6571,38.0319,43,1141,2000,1120,1141,78.142,500000,ISLAND
-120.1343,37.3568,39,2743,1266,1986,633,60.3377,500000,INLAND
-114.7716,36.064,21,615,68,305,205,36.3652,500000,<1H OCEAN
-117.7291,35.3458,28,1024,853,994,512,22.3411,500000,NEAR BAY
-115.619,41.591,50,1058,1852,2246,794,45.3678,500000,INLAND
-120.7231,39.9609,13,1341,447,3069,447,78.9639,500000,<1H OCEAN
-122.203,41.266,36,1910,694,3464,521,51.8579,500000,<1H OCEAN
-117.387,39.472,41,3861,702,902,1053,15.661,500000,<1H OCEAN
-122.9257,40.3756,25,2200,1100,447,550,43.1789,500000,NEAR BAY
-115.901,41.6597,45,1600,133,2047,400,12.866,500000,ISLAND
-116.7516,36.8096,22,519,230,3289,173,65.6998,500000,<1H OCEAN
-121.2509,41.1155,43,2223,513,1528,513,26.7566,500000,<1H OCEAN
-119.3129,32.9092,33,931,1551,3174,931,19.4668,500000,INLAND
-116.3081,33.5248,3,919,525,2625,394,66.2439,500000,INLAND
-114.9509,37.1586,42,1576,1379,3155,591,56.7248,500000,NEAR OCEAN
-120.7784,36.8127,36,2683,1878,3332,805,46.6198,500000,NEAR OCEAN
-116.4001,36.663,12,2234,744,465,1117,150.0,500000,<1H OCEAN
-122.3553,37.6033,36,1972,328,1499,986,59.3579,500000,<1H OCEAN
-115.2646,37.6145,27,1516,505,269,379,27.5392,500000,INLAND
-117.4375,40.7704,49,793,396,250,238,55.3738,500000,NEAR BAY
-122.7726,35.7862,16,2463,1642,1715,821,34.156,500000,INLAND
-116.9017,35.5043,14,570,456,2348,342,86.7162,500000,NEAR BAY
-117.0594,39.168,3,1336,835,3112,501,47.9986,500000,NEAR OCEAN
-116.877,38.6605,41,394,56,539,169,50.9344,500000,INLAND
-120.8512,40.3835,51,2820,1880,213,940,17.0673,453600,INLAND
-116.902,35.4381,36,1014,234,455,234,42.0726,500000,<1H OCEAN
-116.0343,32.5607,19,974,487,3251,487,39.2058,500000,ISLAND
-120.8287,41.4686,45,1895,517,2349,517,21.9344,500000,INLAND
-122.2204,32.9201,13,294,32,1736,98,35.5054,500000,INLAND
-115.4212,38.9601,36,2512,1256,449,942,52.6695,500000,INLAND
-118.0931,35.5574,31,3297,761,1360,761,40.4463,500000,NEAR BAY
-119.6961,36.5236,44,896,448,537,672,17.3801,500000,NEAR BAY
-115.5026,40.4613,50,846,169,202,254,34.4206,500000,<1H OCEAN
-122.9399,36.486,19,259,37,1592,111,30.6236,500000,INLAND
-116.1942,33.8715,5,376,263,1808,113,45.5447,500000,INLAND
-119.3918,39.6671,9,1024,768,1637,768,42.6874,500000,<1H OCEAN
-123.8748,32.692,38,3333,2000,3063,909,31.6778,500000,NEAR OCEAN
-114.5739,35.11,19,964,1928,3206,964,30.9442,500000,NEAR BAY
-116.5193,37.6117,8,1940,1293,513,970,42.221,500000,INLAND
-122.1524,36.6588,42,2008,1004,1038,502,72.2673,500000,<1H OCEAN
-115.063,38.3922,34,153,34,1803,51,47.9313,500000,<1H OCEAN
-114.9465,36.1228,7,882,220,1463,331,95.2425,500000,NEAR BAY
-116.2953,36.2106,37,1910,2000,1581,955,80.0379,500000,INLAND
-123.0283,35.8122,33,928,1546,2505,928,99.5435,500000,INLAND
-122.4362,40.9291,51,844,1055,711,633,92.1817,500000,<1H OCEAN
-116.7597,32.6643,51,256,179,2911,77,103.5811,500000,<1H OCEAN
-115.1619,41.4266,50,1886,314,1000,943,20.3016,500000,INLAND
-122.1498,35.9031,46,987,658,1287,987,59.8021,500000,<1H OCEAN
-119.6917,35.9664,41,725,725,853,311,84.2322,500000,INLAND
-122.7521,39.396,35,2272,324,2245,974,93.8785,500000,<1H OCEAN
-119.5199,36.1886,28,3401,1046,2465,785,25.5376,500000,INLAND
-117.8747,38.3581,41,1785,357,2222,1071,60.1603,500000,INLAND
-124.1145,41.0845,50,1283,770,1778,770,42.4237,500000,NEAR BAY
-117.8707,40.5389,6,202,101,1130,152,122.8325,500000,INLAND
-117.9025,37.396,7,1323,529,2438,794,17.6407,500000,<1H OCEAN
-119.7499,39.3082,26,461,346,503,173,25.5596,500000,NEAR OCEAN
-115.346,36.2281,15,578,231,1160,347,13.6837,457100,INLAND
-122.9518,39.8724,28,3510,2000,2420,1053,44.2279,500000,NEAR BAY
-123.7869,34.1167,16,4264,2000,2453,1163,150.0,500000,INLAND
-119.3417,32.9335,40,1589,794,1011,596,39.4873,500000,NEAR BAY
-118.9697,37.637,46,640,512,1260,384,43.0863,500000,INLAND
-121.6331,34.5457,15,2004,501,1182,501,56.4146,500000,NEAR OCEAN
-114.6837,39.4229,40,1421,546,3115,328,37.819,500000,INLAND
-121.7627,33.4626,6,3072,1418,2046,709,50.5115,500000,<1H OCEAN
-121.5984,32.5807,41,2314,1246,503,534,51.3114,500000,INLAND
-116.1901,38.9192,36,429,78,646,117,24.4163,500000,<1H OCEAN
-115.0718,37.2576,37,2753,1251,335,751,38.3271,500000,NEAR BAY
-118.9386,41.5441,26,3423,263,921,790,63.2911,500000,NEAR OCEAN
-124.1095,34.8511,6,1634,1089,855,817,70.7909,500000,<1H OCEAN
-120.7457,33.6709,43,4922,378,1616,1136,88.3836,500000,<1H OCEAN
-122.0606,32.7195,6,859,1145,2640,859,49.5929,500000,<1H OCEAN
-119.1898,36.7203,25,3308,1654,3086,827,50.2021,500000,ISLAND
-117.4743,33.4578,9,586,586,1999,293,63.6052,500000,NEAR OCEAN
-120.3756,39.8686,44,1168,1168,2725,584,28.3811,500000,<1H OCEAN
-118.9264,33.1839,30,1830,915,2326,549,27.6913,500000,<1H OCEAN
-116.7014,41.2472,26,1540,1925,1179,1155,37.6264,500000,INLAND
-121.8385,37.6381,17,2578,198,2180,595,18.87,500000,<1H OCEAN
-122.3403,39.1155,40,2803,1682,1127,841,51.7656,500000,NEAR OCEAN
-116.2437,33.7437,11,671,1118,1149,671,76.0989,500000,NEAR OCEAN
-123.9298,33.3503,37,460,76,3456,115,26.4845,500000,INLAND
-122.794,35.86,50,1500,1875,3196,1125,52.6504,500000,NEAR BAY
-124.1764,37.4441,14,3280,820,2321,820,27.802,500000,INLAND
-118.7462,37.9673,35,1151,418,2116,314,22.0352,500000,ISLAND
-118.2991,35.633,16,393,236,2430,118,139.2014,500000,<1H OCEAN
-118.9897,35.0903,48,3381,1127,2660,1127,22.2256,500000,NEAR OCEAN
-120.1573,41.8234,46,1612,940,287,403,18.8214,500000,<1H OCEAN
-119.0097,35.0903,17,276,69,1318,69,46.1277,500000,NEAR OCEAN
-122.3606,33.8103,12,2526,1010,456,758,47.6412,500000,INLAND
-116.0376,35.9149,5,90,22,1899,68,60.517,500000,NEAR BAY
-114.4923,35.3868,36,990,99,1101,297,134.7366,500000,<1H OCEAN
-118.8938,36.5065,47,1795,718,1222,1077,25.4396,500000,NEAR BAY
-120.5564,38.4253,8,93,217,2962,93,28.6606,500000,<1H OCEAN
-116.3822,38.2299,42,1220,610,793,915,106.4705,500000,NEAR OCEAN
-122.3693,39.1338,39,2026,760,3196,760,71.2403,500000,<1H OCEAN
-121.0923,33.9885,25,1737,802,1530,401,65.5382,500000,NEAR OCEAN
-114.9002,32.9365,12,378,378,749,378,28.4647,500000,NEAR BAY
-122.4371,40.0127,34,596,1192,587,596,79.6879,500000,INLAND
-123.1788,34.563,31,882,220,2528,662,65.6603,500000,NEAR OCEAN
-118.8365,35.4988,42,1788,357,3168,1073,45.4361,500000,INLAND
-118.4258,36.829,29,933,116,3072,350,28.5492,500000,NEAR OCEAN
-118.3285,39.3049,3,2912,242,678,728,43.2329,500000,ISLAND
-122.6552,34.0541,11,839,1398,3088,839,109.0359,500000,INLAND
-117.0886,41.0728,20,234,21,866,64,21.0354,500000,INLAND
-121.8772,35.5545,26,4680,1800,1659,1080,25.0959,500000,NEAR BAY
-114.819,41.8353,18,1190,1983,118,1190,27.8241,500000,<1H OCEAN
-122.0204,35.2114,45,347,99,979,149,31.6929,500000,<1H OCEAN
-124.1269,39.3937,15,1287,117,1187,351,40.1709,500000,INLAND
-118.6215,36.0784,35,3180,636,3351,954,72.0765,500000,INLAND
-122.2715,40.4476,19,1633,653,1046,980,53.4867,500000,INLAND
-118.0143,36.8929,51,305,305,1040,229,42.0597,500000,NEAR OCEAN
-122.0079,40.7701,47,2578,2000,1029,1105,47.884,500000,NEAR BAY
-120.0192,39.6624,41,1712,570,959,428,58.9671,500000,NEAR OCEAN
-122.5049,38.0673,40,1677,645,1935,387,14.7842,500000,NEAR BAY
-120.0119,34.8749,33,1226,460,799,460,77.1333,500000,<1H OCEAN
-122.9348,34.9687,30,2192,274,1087,822,24.6984,500000,INLAND
-120.9203,41.9185,29,861,191,1910,287,31.0773,500000,<1H OCEAN
-122.3107,41.2912,2,1797,898,2671,674,49.7418,500000,INLAND
-116.139,33.815,48,453,317,464,136,38.7582,500000,INLAND
-117.0065,34.4386,51,436,145,1285,218,54.3119,500000,INLAND
-122.6318,33.5147,27,2488,2000,2040,933,44.1539,500000,NEAR BAY
-123.471,34.4127,45,1473,818,3217,491,34.0894,500000,<1H OCEAN
-124.0426,35.2573,21,2886,962,3308,962,101.4778,500000,NEAR BAY
-122.0333,40.4575,6,3891,1496,3065,898,62.018,500000,<1H OCEAN
-119.4982,33.4042,43,4385,1993,1816,1196,48.6113,500000,NEAR BAY
-120.3012,40.8801,26,762,346,433,208,61.4422,500000,<1H OCEAN
-114.585,41.7333,48,4121,2000,3382,1124,26.5595,500000,INLAND
-116.3775,35.1765,11,2866,1791,2213,1075,149.5227,500000,NEAR OCEAN
-123.5181,36.8342,25,1098,183,3179,549,21.1154,500000,INLAND
-122.7107,37.5286,35,546,205,3230,205,43.4012,500000,NEAR BAY
-124.034,34.454,7,879,473,2793,203,34.1489,500000,INLAND
-122.9177,39.45,51,2548,424,1528,637,33.3793,500000,NEAR BAY
-119.0058,38.01,32,124,82,2167,62,30.8776,500000,<1H OCEAN
-123.5326,33.5657,9,426,213,2449,160,25.5225,500000,<1H OCEAN
-123.7013,41.0118,38,1101,881,3094,661,82.7307,500000,NEAR OCEAN
-123.1184,35.3708,45,697,1626,868,697,19.6832,500000,INLAND
-117.6059,33.9843,20,2078,1385,1986,1039,73.1655,500000,<1H OCEAN
-124.1064,41.8276,32,1560,390,2125,1170,59.842,500000,INLAND
-114.6037,33.4776,39,716,238,804,358,32.2672,500000,NEAR OCEAN
-120.4921,33.0671,8,429,715,1466,429,55.821,500000,NEAR BAY
-120.9341,34.7568,28,556,556,3245,278,36.8865,500000,INLAND
-119.5519,35.533,29,1026,513,154,308,20.9467,500000,<1H OCEAN
-119.1214,36.6211,16,2216,1108,1807,554,21.08,500000,NEAR BAY
-120.0999,39.0091,16,4768,794,2171,1192,60.0904,500000,NEAR OCEAN
-119.4367,35.9743,33,3231,359,3186,1077,58.249,500000,NEAR BAY
-120.9027,37.8137,39,3300,2000,1063,1100,46.8894,500000,INLAND
-121.0799,32.5552,20,2465,758,1436,569,32.0621,500000,NEAR BAY
-124.0268,36.1565,8,2415,1610,373,805,36.1735,500000,INLAND
-117.582,41.4772,41,881,2000,1241,881,33.3565,500000,INLAND
-118.1273,39.861,9,1425,219,3490,329,14.2167,413800,INLAND
-117.6118,39.5376,1,1743,1355,2704,581,42.0701,500000,INLAND
-114.8894,35.3929,17,2273,682,1556,682,55.482,500000,INLAND
-119.5692,37.1377,42,637,796,2257,478,42.2308,500000,<1H OCEAN
-115.4823,40.523,39,1584,594,3379,594,117.2226,500000,NEAR BAY
-119.8606,40.8615,16,1485,371,1595,557,22.1946,500000,INLAND
-119.5239,39.2502,27,440,280,1101,120,27.2737,500000,<1H OCEAN
-117.9705,36.8371,49,2177,933,3087,933,43.9212,500000,NEAR BAY
-122.141,33.1951,37,2170,361,2991,1085,46.9388,500000,NEAR OCEAN
-122.1264,33.6339,39,3056,611,1856,917,12.9599,500000,<1H OCEAN
-119.2017,32.5028,5,1123,2000,140,1123,58.2185,500000,NEAR BAY
-123.6139,35.9124,13,2002,1092,143,546,47.0671,500000,NEAR OCEAN
-121.9334,32.7221,6,114,190,499,114,11.3697,299600,INLAND
-116.3659,36.6327,50,595,714,2456,357,37.8095,500000,INLAND
-119.6627,38.1766,18,2752,1720,696,1032,24.9646,500000,NEAR BAY
-124.0338,38.1609,26,348,487,314,209,30.8949,500000,<1H OCEAN
-123.6926,37.7753,29,679,226,2418,679,18.1691,500000,INLAND
-115.1048,34.6486,27,119,20,1735,51,52.0549,500000,<1H OCEAN
-114.7328,37.4323,3,1406,703,1903,422,116.7052,500000,INLAND
-117.889,41.8084,47,300,420,753,180,47.5413,500000,<1H OCEAN
-122.4505,36.7239,20,360,300,830,180,11.1001,408900,<1H OCEAN
-120.6191,40.8077,47,796,557,922,239,48.1318,500000,NEAR BAY
-121.2453,36.1234,40,2894,668,2289,668,36.0823,500000,<1H OCEAN
-116.4484,38.4189,36,2248,1405,3431,843,20.9466,500000,<1H OCEAN
-118.9291,37.0775,36,1143,508,3213,381,50.137,500000,INLAND
-116.5034,39.0419,50,3960,2000,485,990,68.7477,500000,INLAND
-120.6949,41.0251,16,500,833,2410,500,27.153,500000,NEAR BAY
-115.6049,36.6886,17,3887,1196,2676,897,15.1249,487700,INLAND
-120.0084,39.6953,35,1757,439,237,659,12.1288,384700,<1H OCEAN
-120.1263,40.8841,12,2055,881,2267,881,27.1988,500000,<1H OCEAN
-119.409,40.0007,42,3525,391,1611,1175,36.9396,500000,NEAR OCEAN
-118.3819,32.7333,2,5169,795,763,1193,29.7545,500000,INLAND
-115.3589,32.5018,46,3141,966,2784,725,26.9132,500000,INLAND
-119.7224,40.8881,18,4238,385,3280,1156,57.0156,500000,<1H OCEAN
-114.9986,39.4285,1,2282,1141,2134,856,53.5321,500000,NEAR BAY
-120.3633,41.6023,31,478,119,784,359,45.7111,500000,INLAND
-121.0543,35.2786,15,1875,750,1558,1125,66.1866,500000,INLAND
-121.3495,39.9857,16,864,360,1852,216,27.3523,500000,INLAND
-124.0885,40.1145,25,784,196,3167,588,21.0279,500000,NEAR OCEAN
-115.8086,40.6446,30,602,226,2787,226,29.6418,500000,<1H OCEAN
-123.5077,39.0743,7,2221,634,2380,952,28.4402,500000,INLAND
-120.9567,33.8139,3,3596,359,2696,1079,11.8439,384700,INLAND
-121.7954,38.969,24,1982,660,2459,991,29.2314,500000,<1H OCEAN
-116.8556,38.2426,19,556,55,1187,167,78.6884,500000,NEAR BAY
-114.9741,35.6699,30,962,120,553,361,65.5686,500000,INLAND
-116.1329,34.4818,39,1764,735,2953,441,55.5729,500000,<1H OCEAN
-121.1,40.9084,32,303,60,1983,182,43.8843,500000,INLAND
-119.7424,33.8485,6,2416,1537,3371,659,96.7301,500000,INLAND
-121.8296,36.5109,51,296,118,2415,89,21.4663,500000,<1H OCEAN
-115.0602,38.4166,37,3020,755,1711,755,22.7301,500000,<1H OCEAN
-123.1126,41.7321,3,1893,1656,2298,710,79.6118,500000,INLAND
-114.7805,38.8743,39,1470,1470,2317,735,41.2293,500000,<1H OCEAN
-116.1634,35.3963,45,2930,1099,3437,1099,27.1093,500000,INLAND
-117.1842,33.0763,30,4134,2000,1339,954,56.4717,500000,NEAR BAY
-116.5601,35.5182,43,580,464,1392,348,31.1715,500000,NEAR OCEAN
-120.9065,35.2815,46,2356,1178,1303,707,24.5342,500000,NEAR BAY
-121.3411,40.2813,50,1620,2000,466,972,24.128,500000,<1H OCEAN
-120.4858,36.0776,49,3769,2000,1697,1028,49.1814,500000,INLAND
-122.4839,33.4353,10,1841,1315,1614,789,45.8821,500000,NEAR BAY
-116.8364,40.7648,2,588,245,770,147,100.7491,500000,<1H OCEAN
-119.5496,32.6715,34,732,915,2871,549,34.0739,500000,NEAR BAY
-115.4419,32.5286,35,1382,2000,2443,1037,33.7269,500000,INLAND
-115.5162,37.0102,30,580,223,921,134,96.1938,500000,INLAND
-122.7415,33.1576,13,1456,728,662,728,73.257,500000,NEAR BAY
-122.1118,34.1825,49,671,223,2201,671,44.2353,500000,<1H OCEAN
-120.1936,41.8602,21,1224,612,117,306,15.8946,500000,<1H OCEAN
-123.1119,40.5215,38,1038,593,613,445,24.9151,500000,NEAR OCEAN
