order_id,customer_id,order_date,product_category,quantity,unit_price,total_amount,payment_method,returned
ORD-10651,CUST-3217,2023-08-17,Clothing,3,45.78,137.34,debit_card,0
ORD-10652,CUST-4516,2023-08-18,Clothing,1,57.16,57.16,credit_card,0
ORD-10653,CUST-3670,2023-08-19,Electronics,1,158.16,158.16,bank_transfer,0
ORD-10654,CUST-2540,2023-08-20,Sports,1,128.66,128.66,credit_card,0
ORD-10655,CUST-3620,2023-08-21,Clothing,4,48.21,192.84,debit_card,0
ORD-10656,CUST-1920,2023-08-22,Clothing,1,49.84,49.84,debit_card,0
ORD-10657,CUST-1856,2023-08-23,Electronics,2,238.65,477.3,debit_card,0
ORD-10658,CUST-4307,2023-08-24,Beauty,1,68.97,68.97,debit_card,0
ORD-10659,CUST-3329,2023-08-25,Sports,4,140.67,562.68,bank_transfer,0
ORD-10660,CUST-1214,2023-08-26,Beauty,2,37.81,75.62,paypal,0
ORD-10661,CUST-2418,2023-08-27,Beauty,1,39.21,39.21,credit_card,0
ORD-10662,CUST-4936,2023-08-28,Beauty,1,40.75,40.75,credit_card,0
ORD-10663,CUST-3548,2023-08-28,Home & Garden,1,79.41,79.41,debit_card,1
ORD-10664,CUST-4474,2023-08-29,Electronics,1,118.99,118.99,credit_card,0
ORD-10665,CUST-3191,2023-08-30,Clothing,3,75.61,226.83,debit_card,0
ORD-10666,CUST-1170,2023-08-31,Clothing,2,59.55,119.1,credit_card,0
ORD-10667,CUST-1718,2023-09-01,Sports,1,88.39,88.39,debit_card,0
ORD-10668,CUST-1368,2023-09-02,Electronics,2,88.48,176.96,paypal,0
ORD-10669,CUST-3938,2023-09-03,Electronics,1,184.48,184.48,debit_card,0
ORD-10670,CUST-4026,2023-09-04,Books,1,5.34,5.34,bank_transfer,0
ORD-10671,CUST-2828,2023-09-05,Electronics,1,138.12,138.12,credit_card,1
ORD-10672,CUST-3897,2023-09-06,Electronics,1,139.46,139.46,paypal,0
ORD-10673,CUST-3205,2023-09-07,Electronics,2,200.66,401.32,credit_card,0
ORD-10674,CUST-3959,2023-09-07,Sports,1,157.67,157.67,debit_card,0
ORD-10675,CUST-3690,2023-09-08,Electronics,2,221.18,442.36,debit_card,0
ORD-10676,CUST-2822,2023-09-09,Electronics,1,284.28,284.28,credit_card,0
ORD-10677,CUST-3611,2023-09-10,Clothing,2,69.19,138.38,credit_card,0
ORD-10678,CUST-2274,2023-09-11,Sports,1,130.5,130.5,credit_card,0
ORD-10679,CUST-3995,2023-09-12,Electronics,1,313.71,313.71,credit_card,0
ORD-10680,CUST-4654,2023-09-13,Electronics,1,127.31,127.31,debit_card,0
ORD-10681,CUST-1827,2023-09-14,Beauty,1,27.25,27.25,credit_card,0
ORD-10682,CUST-3668,2023-09-15,Beauty,1,50.7,50.7,bank_transfer,0
ORD-10683,CUST-1441,2023-09-16,Electronics,1,179.74,179.74,bank_transfer,0
ORD-10684,CUST-2509,2023-09-17,Clothing,2,59.85,119.7,debit_card,1
ORD-10685,CUST-3676,2023-09-17,Electronics,1,162.1,162.1,paypal,0
ORD-10686,CUST-2109,2023-09-18,Sports,2,68.53,137.06,credit_card,0
ORD-10687,CUST-1943,2023-09-19,Clothing,2,90.66,181.32,debit_card,0
ORD-10688,CUST-2535,2023-09-20,Beauty,1,22.4,22.4,paypal,0
ORD-10689,CUST-1458,2023-09-21,Sports,2,114.71,229.42,bank_transfer,0
ORD-10690,CUST-3501,2023-09-22,Books,1,26.61,26.61,credit_card,0
ORD-10691,CUST-1524,2023-09-23,Electronics,2,66.31,132.62,credit_card,0
ORD-10692,CUST-2332,2023-09-24,Beauty,2,26.71,53.42,bank_transfer,0
ORD-10693,CUST-2251,2023-09-25,Sports,2,66.14,132.28,debit_card,0
ORD-10694,CUST-4871,2023-09-26,Sports,1,110.33,110.33,credit_card,0
ORD-10695,CUST-4967,2023-09-27,Electronics,2,153.57,307.14,paypal,0
ORD-10696,CUST-1317,2023-09-28,Sports,1,86.92,86.92,credit_card,0
ORD-10697,CUST-1629,2023-09-28,Sports,1,37.52,37.52,paypal,0
ORD-10698,CUST-3928,2023-09-29,Beauty,1,77.21,77.21,credit_card,0
ORD-10699,CUST-2194,2023-09-30,Books,1,22.63,22.63,credit_card,0
ORD-10700,CUST-3576,2023-10-01,Home & Garden,2,89.97,179.94,credit_card,0
ORD-10701,CUST-4682,2023-10-02,Home & Garden,3,58.78,176.34,credit_card,0
ORD-10702,CUST-1651,2023-10-03,Sports,1,66.51,66.51,credit_card,0
ORD-10703,CUST-4853,2023-10-04,Beauty,2,70.6,141.2,credit_card,0
ORD-10704,CUST-1209,2023-10-05,Books,2,5.13,10.26,credit_card,0
ORD-10705,CUST-1915,2023-10-06,Clothing,4,61.13,244.52,paypal,1
ORD-10706,CUST-3030,2023-10-07,Electronics,2,92.77,185.54,paypal,0
ORD-10707,CUST-4521,2023-10-08,Books,1,18.44,18.44,paypal,0
ORD-10708,CUST-3215,2023-10-08,Beauty,1,29.79,29.79,credit_card,1
ORD-10709,CUST-1555,2023-10-09,Electronics,2,109.01,218.02,credit_card,0
ORD-10710,CUST-1995,2023-10-10,Clothing,1,55.78,55.78,debit_card,0
ORD-10711,CUST-4046,2023-10-11,Beauty,4,5.0,20.0,debit_card,0
ORD-10712,CUST-3246,2023-10-12,Home & Garden,4,65.54,262.16,bank_transfer,1
ORD-10713,CUST-1052,2023-10-13,Clothing,4,53.01,212.04,bank_transfer,0
ORD-10714,CUST-3006,2023-10-14,Clothing,1,25.1,25.1,paypal,1
ORD-10715,CUST-2626,2023-10-15,Clothing,2,88.29,176.58,debit_card,0
ORD-10716,CUST-1002,2023-10-16,Electronics,2,137.2,274.4,credit_card,0
ORD-10717,CUST-1989,2023-10-17,Books,1,19.91,19.91,debit_card,0
ORD-10718,CUST-4741,2023-10-18,Books,1,16.79,16.79,bank_transfer,1
ORD-10719,CUST-3816,2023-10-19,Books,1,21.28,21.28,debit_card,0
ORD-10720,CUST-1283,2023-10-19,Books,1,33.51,33.51,credit_card,0
ORD-10721,CUST-1064,2023-10-20,Electronics,4,358.06,1432.24,credit_card,0
ORD-10722,CUST-2383,2023-10-21,Electronics,3,233.69,701.07,credit_card,0
ORD-10723,CUST-2859,2023-10-22,Electronics,1,258.34,258.34,credit_card,0
ORD-10724,CUST-2813,2023-10-23,Electronics,1,303.58,303.58,debit_card,0
ORD-10725,CUST-3786,2023-10-24,Sports,1,98.96,98.96,paypal,1
ORD-10726,CUST-1693,2023-10-25,Electronics,1,293.06,293.06,credit_card,0
ORD-10727,CUST-1186,2023-10-26,Books,1,28.97,28.97,paypal,0
ORD-10728,CUST-3690,2023-10-27,Electronics,2,190.37,380.74,credit_card,0
ORD-10729,CUST-4589,2023-10-28,Electronics,2,205.22,410.44,paypal,0
ORD-10730,CUST-1670,2023-10-29,Electronics,3,48.86,146.58,credit_card,0
ORD-10731,CUST-2444,2023-10-29,Home & Garden,3,83.76,251.28,paypal,0
ORD-10732,CUST-3506,2023-10-30,Books,1,8.42,8.42,paypal,0
ORD-10733,CUST-1661,2023-10-31,Sports,2,31.49,62.98,paypal,0
ORD-10734,CUST-4439,2023-11-01,Electronics,1,193.89,193.89,debit_card,0
ORD-10735,CUST-1901,2023-11-02,Books,1,12.2,12.2,credit_card,0
ORD-10736,CUST-3130,2023-11-03,Sports,1,89.74,89.74,paypal,0
ORD-10737,CUST-2355,2023-11-04,Clothing,1,58.05,58.05,credit_card,0
ORD-10738,CUST-3669,2023-11-05,Electronics,1,193.18,193.18,paypal,0
ORD-10739,CUST-1793,2023-11-06,Electronics,1,114.9,114.9,paypal,0
ORD-10740,CUST-1392,2023-11-07,Electronics,1,244.71,244.71,paypal,0
ORD-10741,CUST-3042,2023-11-08,Beauty,4,38.57,154.28,debit_card,0
ORD-10742,CUST-4460,2023-11-08,Clothing,1,64.7,64.7,credit_card,0
ORD-10743,CUST-3531,2023-11-09,Home & Garden,1,39.11,39.11,debit_card,0
ORD-10744,CUST-4022,2023-11-10,Sports,5,83.58,417.9,credit_card,1
ORD-10745,CUST-2733,2023-11-11,Clothing,2,79.14,158.28,paypal,1
ORD-10746,CUST-1560,2023-11-12,Books,1,30.54,30.54,debit_card,0
ORD-10747,CUST-2708,2023-11-13,Electronics,4,122.59,490.36,paypal,0
ORD-10748,CUST-4949,2023-11-14,Home & Garden,1,58.63,58.63,debit_card,0
ORD-10749,CUST-4126,2023-11-15,Electronics,1,108.81,108.81,debit_card,1
ORD-10750,CUST-3814,2023-11-16,Clothing,1,40.56,40.56,credit_card,0
ORD-10751,CUST-2204,2023-11-17,Clothing,1,24.22,24.22,bank_transfer,0
ORD-10752,CUST-3398,2023-11-18,Sports,2,85.03,170.06,bank_transfer,0
ORD-10753,CUST-3491,2023-11-19,Books,1,27.57,27.57,credit_card,0
ORD-10754,CUST-3616,2023-11-19,Sports,2,61.74,123.48,credit_card,0
ORD-10755,CUST-4571,2023-11-20,Electronics,2,173.48,346.96,credit_card,0
ORD-10756,CUST-3726,2023-11-21,Beauty,5,36.47,182.35,debit_card,0
ORD-10757,CUST-1886,2023-11-22,Electronics,1,255.97,255.97,bank_transfer,0
ORD-10758,CUST-1886,2023-11-23,Sports,1,67.98,67.98,debit_card,0
ORD-10759,CUST-3479,2023-11-24,Sports,4,69.29,277.16,credit_card,0
ORD-10760,CUST-4464,2023-11-25,Books,2,14.56,29.12,credit_card,0
ORD-10761,CUST-4791,2023-11-26,Home & Garden,1,40.87,40.87,paypal,0
ORD-10762,CUST-3438,2023-11-27,Sports,1,109.05,109.05,credit_card,0
ORD-10763,CUST-3119,2023-11-28,Sports,2,85.14,170.28,credit_card,0
ORD-10764,CUST-4264,2023-11-29,Electronics,2,183.95,367.9,credit_card,0
ORD-10765,CUST-4907,2023-11-29,Sports,2,135.89,271.78,credit_card,0
ORD-10766,CUST-1111,2023-11-30,Electronics,3,275.91,827.73,credit_card,0
ORD-10767,CUST-2240,2023-12-01,Home & Garden,1,25.61,25.61,debit_card,0
ORD-10768,CUST-2335,2023-12-02,Books,1,27.7,27.7,credit_card,0
ORD-10769,CUST-3257,2023-12-03,Sports,2,98.12,196.24,credit_card,0
ORD-10770,CUST-2179,2023-12-04,Home & Garden,3,61.15,183.45,paypal,0
ORD-10771,CUST-2244,2023-12-05,Clothing,1,62.21,62.21,bank_transfer,0
ORD-10772,CUST-1097,2023-12-06,Home & Garden,2,23.21,46.42,debit_card,1
ORD-10773,CUST-1014,2023-12-07,Clothing,1,87.18,87.18,paypal,0
ORD-10774,CUST-2799,2023-12-08,Home & Garden,1,90.45,90.45,paypal,0
ORD-10775,CUST-4989,2023-12-09,Home & Garden,3,49.04,147.12,paypal,0
ORD-10776,CUST-2182,2023-12-10,Sports,1,68.93,68.93,paypal,0
ORD-10777,CUST-1960,2023-12-10,Clothing,1,17.53,17.53,paypal,0
ORD-10778,CUST-2057,2023-12-11,Electronics,2,157.4,314.8,paypal,0
ORD-10779,CUST-4892,2023-12-12,Home & Garden,1,60.52,60.52,credit_card,0
ORD-10780,CUST-3655,2023-12-13,Electronics,1,84.59,84.59,credit_card,0
ORD-10781,CUST-3612,2023-12-14,Clothing,2,72.09,144.18,credit_card,0
ORD-10782,CUST-1757,2023-12-15,Clothing,1,83.09,83.09,credit_card,0
ORD-10783,CUST-4615,2023-12-16,Home & Garden,2,74.18,148.36,credit_card,0
ORD-10784,CUST-1786,2023-12-17,Clothing,1,48.28,48.28,paypal,0
ORD-10785,CUST-4868,2023-12-18,Home & Garden,1,88.05,88.05,paypal,1
ORD-10786,CUST-4809,2023-12-19,Beauty,2,39.69,79.38,credit_card,0
ORD-10787,CUST-3271,2023-12-20,Home & Garden,1,42.53,42.53,credit_card,0
ORD-10788,CUST-4472,2023-12-20,Clothing,3,40.64,121.92,credit_card,0
ORD-10789,CUST-4998,2023-12-21,Electronics,4,158.66,634.64,paypal,0
ORD-10790,CUST-3321,2023-12-22,Electronics,3,197.87,593.61,credit_card,0
ORD-10791,CUST-4069,2023-12-23,Home & Garden,1,75.28,75.28,credit_card,0
ORD-10792,CUST-3362,2023-12-24,Books,1,23.85,23.85,credit_card,0
ORD-10793,CUST-3095,2023-12-25,Electronics,3,70.21,210.63,paypal,0
ORD-10794,CUST-2338,2023-12-26,Electronics,1,227.9,227.9,credit_card,0
ORD-10795,CUST-3619,2023-12-27,Clothing,2,55.08,110.16,paypal,0
ORD-10796,CUST-2069,2023-12-28,Clothing,3,111.16,333.48,paypal,0
ORD-10797,CUST-1777,2023-12-29,Beauty,1,33.8,33.8,bank_transfer,0
ORD-10798,CUST-2101,2023-12-30,Electronics,1,203.29,203.29,paypal,0
ORD-10799,CUST-1044,2023-12-31,Electronics,2,383.7,767.4,credit_card,0
